pr_auc,roc_auc,f2,precision,recall,tp,fp,fn,tn,threshold,cost
0.8401130637780906,0.969489820986738,0.7815333116369891,0.6755073337338245,0.8134526977962414,3362,1615,771,112360,0.44,123725.0
